"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Rooftop Housing Group","1994","Midlands","6,050","£29m","175","General needs social housing; sheltered accommodation; key worker accommodation; support services for young and old people; new housing development; shared ownership; community support","Three stars with excellent prospects for improvement","Ian Hughes","Caroline Dykes"
