"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Broadland Housing Group","1963","East Anglia","4,750","£23m","250","General needs housing, supported housing and housing with care; tenancy support; income and financial inclusion; intermediate rent; shared ownership; Gypsy and Traveller communities; training and employment support ","Two stars with promising prospects","Michael Newey","Anna Simpson"
