"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Plymouth Community Homes","2009","Plymouth","15,000","£74m","600","General needs social housing; property management; regeneration; manufacturing services","Clive Turner","Nick Jackson"
