"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Magna Housing Group","1993","South-west England","8,300","£40m","400","Affordable housing; shared ownership","Strengths outweigh weaknesses","Graham Colls","Ludovic Blackburn"
