"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","First Choice Homes Oldham","2002","Greater Manchester","12,000","£51m","448","Tenant and leaseholder Services; housing support; new build; housing options advice; worklessness; environmental improvement; community projects ","Cath Green","In recruitment"
