"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Alliance Homes","2006","North Somerset ","6,500","£28m","240","Housing; repairs and maintenance; housing support services; chargeable care and support; energy efficiency and solar power; gas servicing","Clive Bodley","Mike Nicholls"
