"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Knowsley Housing Trust","2002","Merseyside","13,387","£53.5m","463","Affordable rent; sheltered housing; general needs social housing","Two stars with promising prospects","Bob Taylor","Jason Ridley"
