"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Hyde Housing Association","1967","London, Midlands, east and south-east England","47,500","£243m","1,200","General needs housing; new development; communities and regeneration","TSA: viable","Steve White","Simon Peacock"
