"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Cestria Community Housing","2008","County Durham","4,200","£15m","154","Supported and general needs housing; tenancy and estate management; income management","Paul Fiddaman","Martin Warhurst"
