"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Stafford and Rural Homes","2006","Staffordshire","5,700","£21.5m","188","Affordable housing; management, repair and maintenance of homes; acquisition and development of new homes; independent living options","One star with excellent prospects for improvement","Karen Armitage","Grant Shipley"
