"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Thames Valley Housing Association","1966","London and south-east England","13,364","£73m","220","Affordable rented housing; shared ownership; market rent; student and key worker accommodation","Two stars","Geeta Nanda","Jack Stephen"
