"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Asra Group","2006","Midlands, south-east England","12,000","£60m","543","General rented housing; shared ownership; home ownership; sheltered housing; supported housing; newbuild; student accommodation ","Matt Cooney","Paresh Parekh"
