"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Midland Heart","1925","Midlands","32,000","£152m","1,647","Social housing; care and support; older peoples services; services for people with learning disabilities; mental health services; homelessness; social enterprise; employment and regeneration","Ruth Cooke","Glenn Harris"
