"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Coastline Housing","1997","Cornwall","3,800","£20m","250","General needs social rented housing; maintenance, care and support; care for older people; homelessness","First housing association in south-west England to achieve TPAS accreditation in 2011","Robert Nettleton","Allister Young"
