"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Shepherds Bush Housing Association","1968","London","5,026","£40m","230","Regeneration; temporary accommodation; low cost home ownership","Two stars","Paul Doe","Patricia Humberstone"
