"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","B3Living","2006","Hertfordshire","4,000","£18.2m","138","Affordable rent; sheltered and supported housing; shared ownership and leasehold","Two stars","John Giesen","Paul Williams"
