"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","City South Manchester Housing Trust","2008","Greater Manchester and the north-west","4,703","£22m","160","Affordable housing; sheltered accommodation; community regeneration; financial and social inclusion","Dave Power","John McGrail"
