"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Watford Community Housing Trust","2007","Watford","5,000","£22m","170","General needs social housing; supported housing","One star with excellent prospects for improvement","Tina Barnard","Julie Robinson, CIPFA"
